transaction_id,procedure_id,trans_group_id,trans_group_ar,trans_group_en,procedure_name_ar,procedure_name_en,instance_date,property_type_id,property_type_ar,property_type_en,property_sub_type_id,property_sub_type_ar,property_sub_type_en,property_usage_ar,property_usage_en,reg_type_id,reg_type_ar,reg_type_en,area_id,area_name_ar,area_name_en,building_name_ar,building_name_en,project_number,project_name_ar,project_name_en,master_project_en,master_project_ar,nearest_landmark_ar,nearest_landmark_en,nearest_metro_ar,nearest_metro_en,nearest_mall_ar,nearest_mall_en,rooms_ar,rooms_en,has_parking,procedure_area,actual_worth,meter_sale_price,rent_value,meter_rent_price,no_of_parties_role_1,no_of_parties_role_2,no_of_parties_role_3,source_dataset,instance_year,instance_month,instance_day
1-41-2010-8046,41,1,مبايعات,Sales,بيع مبدئى,Delayed Sell,2010-09-21,2,مبنى,Building,60.0,Unknown,Unknown,متعدد الاستخدامات,Multi-Use,1,العقارات القائمة,Existing Properties,334,الجداف,Al Jadaf,Unknown,Unknown,1046.0,Unknown,Unknown,Sama Al Jadaf,سما الجداف,مطار دبي الدولي,Dubai International Airport,محطة مترو الجداف,Al Jadaf Metro Station,مول دبي,Dubai Mall,Unknown,Unknown,0,1117.34,18040500,16145.94,1259412.0,8456.15,1.0,1.0,0.0,transactions,2010.0,9.0,21.0
1-11-2022-13848,11,1,مبايعات,Sales,بيع,Sell,2022-06-17,4,فيلا,Villa,4.0,فيلا,Villa,سكني,Residential,1,العقارات القائمة,Existing Properties,352,الثنيه الرابعة,Al Thanayah Fourth,Unknown,Unknown,1034.0,روعة الإمارات ? الينابيع 4,Emirates Living - Springs 4,Springs - 5,الينابيع - 5,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,محطة مترو النخيل,Nakheel Metro Station,مارينا مول,Marina Mall,غرفتين,2 B/R,0,243.7,2050000,8411.98,1259412.0,8456.15,1.0,1.0,0.0,transactions,2022.0,6.0,17.0
1-102-2022-32505,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,2022-10-19,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,330,مرسى دبي,Marsa Dubai,ستيلا ماريس,Stella Maris,1664.0,ستيلا ماريس,STELLA MARIS,Dubai Marina,دبي مارينا,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,مساكن شاطئ جميرا,Jumeirah Beach Residency,مارينا مول,Marina Mall,غرفة,1 B/R,1,75.77,1620000,21380.49,1259412.0,8456.15,2.0,2.0,0.0,transactions,2022.0,10.0,19.0
1-11-2018-10351,11,1,مبايعات,Sales,بيع,Sell,2018-10-29,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,343,ورسان الاولى,Al Warsan First,اف - 16,F-16,1046.0,Unknown,Unknown,International City Phase 1,المدينة العالمية - المرحلة الاولى,Unknown,Unknown,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,غرفة,1 B/R,0,67.0,360000,5373.13,1259412.0,8456.15,1.0,1.0,0.0,transactions,2018.0,10.0,29.0
1-41-2022-298,41,1,مبايعات,Sales,بيع مبدئى,Delayed Sell,,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,390,برج خليفة,Burj Khalifa,بوليفارد هايتس T2,Blvd Heights T2,1561.0,BLVD هايتس,BLVD HEIGHTS,DownTown Dubai,داون تاون دبي,برج خليفة,Burj Khalifa,محطة مترو الخليج التجاري,Business Bay Metro Station,مول دبي,Dubai Mall,ثلاث غرف,3 B/R,1,218.69,5304499,24255.79,1259412.0,8456.15,1.0,1.0,0.0,transactions,2015.0,6.0,22.0
3-120-2025-276,120,3,هبات,Gifts,هبه - تسجيل مبدئى,Grant Pre-Registration,2025-04-18,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,435,الحبيه الرابعة,Al Hebiah Fourth,EDEN GARDEN,EDEN GARDEN,510.0,عدن جاردن,EDEN GARDEN,Dubai Sports City,مدينة دبي الرياضية,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,محطة مترو النخيل,Nakheel Metro Station,مارينا مول,Marina Mall,غرفة,1 B/R,1,80.61,765293,9493.78,1259412.0,8456.15,1.0,1.0,0.0,transactions,2025.0,4.0,18.0
1-102-2024-44141,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,2024-06-24,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,435,الحبيه الرابعة,Al Hebiah Fourth,سبورتز من دانوب - 2,Sportz By Danube - 2,2845.0,سبورتز من دانوب ,Sportz By Danube ,Dubai Sports City,مدينة دبي الرياضية,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,محطة مترو النخيل,Nakheel Metro Station,مارينا مول,Marina Mall,استوديو,Studio,1,36.26,695000,19167.13,1259412.0,8456.15,1.0,1.0,0.0,transactions,2024.0,6.0,24.0
3-9-2005-300130,9,3,هبات,Gifts,هبه,Grant,2005-10-17,4,فيلا,Villa,60.0,Unknown,Unknown,سكني,Residential,1,العقارات القائمة,Existing Properties,317,جميرا الاولى,Jumeirah First,Unknown,Unknown,1046.0,Unknown,Unknown,Unknown,Unknown,برج خليفة,Burj Khalifa,المركز المالي,Financial Centre,مول دبي,Dubai Mall,Unknown,Unknown,0,487.74,2500000,5125.68,1259412.0,8456.15,1.0,1.0,0.0,transactions,2005.0,10.0,17.0
2-13-2015-6955,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,2015-09-21,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,330,مرسى دبي,Marsa Dubai,يخت باي,YACHT BAY,1046.0,Unknown,Unknown,Dubai Marina,دبي مارينا,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,أبراج بحيرات جميرا,Jumeirah Lakes Towers,مارينا مول,Marina Mall,غرفتين,2 B/R,1,108.51,1000000,9215.74,1259412.0,8456.15,1.0,1.0,0.0,transactions,2015.0,9.0,21.0
2-110-2015-1710,110,2,رهون,Mortgages,تسجيل إيجارة تنتهى بالتملك,Lease to Own Registration,,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,435,الحبيه الرابعة,Al Hebiah Fourth,الفينيسي,VENETIAN,323.0,كانل ريزيدنس ويست (فيس 1),CANAL RESIDENCE WEST (PHASE 1),Dubai Sports City,مدينة دبي الرياضية,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,محطة مترو النخيل,Nakheel Metro Station,مارينا مول,Marina Mall,غرفة,1 B/R,1,88.09,646560,7339.77,646560.0,7339.77,2.0,0.0,0.0,transactions,2015.0,6.0,22.0
1-11-2015-1339,11,1,مبايعات,Sales,بيع,Sell,2015-01-20,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,350,الثنيه الخامسة,Al Thanyah Fifth,جرين ليكس  اس 3,GREEN LAKES S3,1046.0,Unknown,Unknown,Jumeirah Lakes Towers, ابراج بحيرات الجميرا,برج العرب,Burj Al Arab,عقارات داماك,Damac Properties,مارينا مول,Marina Mall,غرفة,1 B/R,1,100.8,1370000,13591.27,1259412.0,8456.15,1.0,2.0,0.0,transactions,2015.0,1.0,20.0
2-14-2012-380,14,2,رهون,Mortgages,تعديل رهن,Modify Mortgage,2012-06-18,2,مبنى,Building,60.0,Unknown,Unknown,تجاري,Commercial,1,العقارات القائمة,Existing Properties,368,البرشاء الاولى,Al Barsha First,Unknown,Unknown,1046.0,Unknown,Unknown,Unknown,Unknown,برج العرب,Burj Al Arab,محطة مترو شرف دي جي,Sharaf Dg Metro Station,مول الإمارات,Mall of the Emirates,Unknown,Unknown,0,2931.46,52500000,17909.16,1259412.0,8456.15,4.0,1.0,0.0,transactions,2012.0,6.0,18.0
2-13-2009-2082,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,,1,أرض,Land,60.0,Unknown,Unknown,صناعي,Industrial,1,العقارات القائمة,Existing Properties,395,جبل على الصناعية الأولى,Jabal Ali Industrial First,Unknown,Unknown,1046.0,Unknown,Unknown,JABAL ALI INDUSTRIAL DEVELOPMENT,جبل علي الصناعية للتطوير,موقع إكسبو 2020,Expo 2020 Site,محطة مترو الدانوب,DANUBE Metro Station,ابن بطوطة مول,Ibn-e-Battuta Mall,Unknown,Unknown,0,1858.06,27500000,14800.38,1259412.0,8456.15,1.0,1.0,0.0,transactions,2015.0,6.0,22.0
3-9-2025-7047,9,3,هبات,Gifts,هبه,Grant,,4,فيلا,Villa,60.0,Unknown,Unknown,سكني,Residential,1,العقارات القائمة,Existing Properties,410,نخلة جميرا,Palm Jumeirah,Unknown,Unknown,1046.0,Unknown,Unknown,Palm Jumeirah,نخلة جميرا,برج العرب,Burj Al Arab,الصفوح,Al Sufouh,مارينا مول,Marina Mall,Unknown,Unknown,0,686.33,29300004,42690.84,1259412.0,8456.15,1.0,1.0,0.0,transactions,2015.0,6.0,22.0
2-13-2023-14002,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,2023-08-15,4,فيلا,Villa,60.0,Unknown,Unknown,سكني,Residential,1,العقارات القائمة,Existing Properties,374,ام الشيف,Um Al Sheif,Unknown,Unknown,1046.0,Unknown,Unknown,Unknown,Unknown,برج العرب,Burj Al Arab,محطة مترو بنك أبوظبي الأول,First Abu Dhabi Bank Metro Station,مول الإمارات,Mall of the Emirates,Unknown,Unknown,0,1393.55,6500000,4664.35,1259412.0,8456.15,1.0,1.0,0.0,transactions,2023.0,8.0,15.0
1-41-2013-226,41,1,مبايعات,Sales,بيع مبدئى,Delayed Sell,,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,350,الثنيه الخامسة,Al Thanyah Fifth,ليك سايد,Lakeside,16.0,ليك سايد ريزيدنس ,LAKESIDE RESIDENCE,Jumeirah Lakes Towers, ابراج بحيرات الجميرا,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,أبراج بحيرات جميرا,Jumeirah Lakes Towers,مارينا مول,Marina Mall,غرفتين,2 B/R,1,94.63,1174346,12409.87,1259412.0,8456.15,1.0,1.0,0.0,transactions,2015.0,6.0,22.0
1-102-2021-25491,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,330,مرسى دبي,Marsa Dubai,ستيلا ماريس,Stella Maris,1664.0,ستيلا ماريس,STELLA MARIS,Dubai Marina,دبي مارينا,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,مساكن شاطئ جميرا,Jumeirah Beach Residency,مارينا مول,Marina Mall,غرفتين,2 B/R,1,136.92,2600000,18989.19,1259412.0,8456.15,1.0,2.0,0.0,transactions,2015.0,6.0,22.0
1-110-2015-1551,110,1,مبايعات,Sales,تسجيل إيجارة تنتهى بالتملك,Lease to Own Registration,,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,526,الخليج التجارى,Business Bay,لوفتس تي ايست, LOFTS T EAST,1046.0,Unknown,Unknown,DownTown Dubai,داون تاون دبي,برج خليفة,Burj Khalifa,محطة مترو بوج خليفة دبي مول,Buj Khalifa Dubai Mall Metro Station,مول دبي,Dubai Mall,غرفة,1 B/R,1,69.21,1448741,20932.54,1259412.0,8456.15,2.0,2.0,2.0,transactions,2015.0,6.0,22.0
1-11-2018-8975,11,1,مبايعات,Sales,بيع,Sell,,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,343,ورسان الاولى,Al Warsan First,واي - 08,Y-08,1046.0,Unknown,Unknown,International City Phase 1,المدينة العالمية - المرحلة الاولى,مطار دبي الدولي,Dubai International Airport,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,غرفة,1 B/R,0,70.0,360000,5142.86,1259412.0,8456.15,1.0,1.0,0.0,transactions,2015.0,6.0,22.0
2-13-2009-200790,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,330,مرسى دبي,Marsa Dubai,اتيسا اكس 2,ATTESSA X2,1046.0,Unknown,Unknown,Dubai Marina,دبي مارينا,برج العرب,Burj Al Arab,مساكن شاطئ جميرا,Jumeirah Beach Residency,مارينا مول,Marina Mall,غرفة,1 B/R,1,106.0,587259,5540.18,1259412.0,8456.15,1.0,1.0,0.0,transactions,2015.0,6.0,22.0
1-11-2024-40900,11,1,مبايعات,Sales,بيع,Sell,2024-10-28,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,435,الحبيه الرابعة,Al Hebiah Fourth,العربي	,Arabian,1960.0,2 كنال ريزيدنس ويست,Canal Residence West 2,Dubai Sports City,مدينة دبي الرياضية,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,محطة مترو النخيل,Nakheel Metro Station,مارينا مول,Marina Mall,استوديو,Studio,1,43.76,500000,11425.96,1259412.0,8456.15,1.0,1.0,0.0,transactions,2024.0,10.0,28.0
1-11-2013-15496,11,1,مبايعات,Sales,بيع,Sell,2013-05-20,4,فيلا,Villa,60.0,Unknown,Unknown,سكني,Residential,1,العقارات القائمة,Existing Properties,434,وادي الصفا 6,Wadi Al Safa 6,Unknown,Unknown,1046.0,Unknown,Unknown,Arabian Ranches - 1,المرابع العربية - 1,موتور سيتي,Motor City,محطة مترو بنك أبوظبي الأول,First Abu Dhabi Bank Metro Station,مول الإمارات,Mall of the Emirates,Unknown,Unknown,0,581.11,3900000,6711.29,1259412.0,8456.15,2.0,2.0,0.0,transactions,2013.0,5.0,20.0
1-41-2010-6483,41,1,مبايعات,Sales,بيع مبدئى,Delayed Sell,2014-01-13,4,فيلا,Villa,4.0,فيلا,Villa,سكني,Residential,1,العقارات القائمة,Existing Properties,352,الثنيه الرابعة,Al Thanayah Fourth,Unknown,Unknown,1050.0,روعة الإمارات ? الينابيع 11,Emirates Living - Springs 11,Springs - 1,الينابيع - 1,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,عقارات داماك,Damac Properties,مارينا مول,Marina Mall,ثلاث غرف,3 B/R,0,261.85,2300000,8783.65,1259412.0,8456.15,1.0,1.0,0.0,transactions,2014.0,1.0,13.0
2-13-2019-5033,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,330,مرسى دبي,Marsa Dubai,المجرة-2,Al Majara 2,1046.0,Unknown,Unknown,Dubai Marina,دبي مارينا,برج العرب,Burj Al Arab,أبراج بحيرات جميرا,Jumeirah Lakes Towers,مارينا مول,Marina Mall,غرفة,1 B/R,1,78.13,806250,10319.34,1259412.0,8456.15,1.0,1.0,0.0,transactions,2015.0,6.0,22.0
1-11-2015-16621,11,1,مبايعات,Sales,بيع,Sell,,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,343,ورسان الاولى,Al Warsan First,ترفلجار ايكسيكوتيف,Trafalgar Executive,1046.0,Unknown,Unknown,International City Phase 1,المدينة العالمية - المرحلة الاولى,Unknown,Unknown,محطة مترو الراشدية,Rashidiya Metro Station,سيتي سنتر مردف,City Centre Mirdif,غرفة,1 B/R,1,82.09,1055450,12857.23,1259412.0,8456.15,1.0,1.0,0.0,transactions,2015.0,6.0,22.0
1-11-2015-8465,11,1,مبايعات,Sales,بيع,Sell,2015-05-25,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,410,نخلة جميرا,Palm Jumeirah,المساكن الشمالية,THE RESIDENCES NORTH,390.0,فيرمونت بالم رزيدنس,FAIRMONT PALM RESIDENCE,Palm Jumeirah,نخلة جميرا,برج العرب,Burj Al Arab,نخلة جميرا,Palm Jumeirah,مارينا مول,Marina Mall,غرفة,1 B/R,1,122.68,1950000,15895.01,1259412.0,8456.15,1.0,1.0,0.0,transactions,2015.0,5.0,25.0
1-102-2025-36138,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,2025-04-30,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,0,على الخارطة,Off-Plan Properties,364,الوصل,Al Wasl,مستر سي رزيدنسس داون تاون,MR.C RESIDENCES DOWNTOWN,2476.0,مستر سي رزيدنسس  داون تاون,MR.C RESIDENCES DOWNTOWN,Unknown,Unknown,برج خليفة,Burj Khalifa,محطة مترو بوج خليفة دبي مول,Buj Khalifa Dubai Mall Metro Station,مول دبي,Dubai Mall,ثلاث غرف,3 B/R,1,293.7,18077542,61551.05,1259412.0,8456.15,1.0,1.0,0.0,transactions,2025.0,4.0,30.0
1-11-2011-1880,11,1,مبايعات,Sales,بيع,Sell,,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,351,الثنيه الثالثة,Al Thanyah Third,موسيلا,MOSELA,1457.0,موسيلا,MOSELA,The Greens,الروضة,برج العرب,Burj Al Arab,مدينة دبي للإنترنت,Dubai Internet City,مارينا مول,Marina Mall,غرفتين,2 B/R,1,124.58,1788888,14359.35,1259412.0,8456.15,1.0,1.0,0.0,transactions,2015.0,6.0,22.0
2-13-2013-1317,13,2,رهون,Mortgages,تسجيل رهن,Mortgage Registration,,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,351,الثنيه الثالثة,Al Thanyah Third,موسيلا,MOSELA,1457.0,موسيلا,MOSELA,The Greens,الروضة,برج العرب,Burj Al Arab,مدينة دبي للإنترنت,Dubai Internet City,مارينا مول,Marina Mall,غرفتين,2 B/R,1,135.82,1200000,8835.22,1259412.0,8456.15,1.0,1.0,0.0,transactions,2015.0,6.0,22.0
1-110-2007-100053,110,1,مبايعات,Sales,تسجيل إيجارة تنتهى بالتملك,Lease to Own Registration,2007-06-13,4,فيلا,Villa,4.0,فيلا,Villa,سكني,Residential,1,العقارات القائمة,Existing Properties,352,الثنيه الرابعة,Al Thanayah Fourth,Unknown,Unknown,1036.0,روعة الإمارات ? الينابيع 6,Emirates Living - Springs 6,Springs - 4,الينابيع - 4,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,محطة مترو النخيل,Nakheel Metro Station,مارينا مول,Marina Mall,ثلاث غرف,3 B/R,0,345.01,1250000,3623.08,1259412.0,8456.15,2.0,2.0,2.0,transactions,2007.0,6.0,13.0
1-102-2015-6706,102,1,مبايعات,Sales,بيع - تسجيل مبدئى,Sell - Pre registration,,3,وحدة,Unit,101.0,شقة فندقية,Hotel Apartment,ضيافة,Hospitality ,0,على الخارطة,Off-Plan Properties,390,برج خليفة,Burj Khalifa,العنوان رزيدنسز سكاي فيو,Address Residences Sky View,1338.0,ذا أدريس ريزيدنسي - سكاي فيو,THE ADDRESS RESIDENCE - SKY VIEW,DownTown Dubai,داون تاون دبي,برج خليفة,Burj Khalifa,محطة مترو بوج خليفة دبي مول,Buj Khalifa Dubai Mall Metro Station,مول دبي,Dubai Mall,ثلاث غرف,3 B/R,1,212.59,7276110,34226.02,1259412.0,8456.15,1.0,1.0,0.0,transactions,2015.0,6.0,22.0
1-11-2010-16967,11,1,مبايعات,Sales,بيع,Sell,2010-11-24,3,وحدة,Unit,60.0,شقه سكنيه,Flat,سكني,Residential,1,العقارات القائمة,Existing Properties,330,مرسى دبي,Marsa Dubai,مارينا هايتز 1,MARINA HEIGHTS 1,1046.0,Unknown,Unknown,Dubai Marina,دبي مارينا,برج العرب,Burj Al Arab,ابراج مارينا,Marina Towers,مارينا مول,Marina Mall,ثلاث غرف,3 B/R,1,159.9,1905785,11918.61,1259412.0,8456.15,1.0,1.0,0.0,transactions,2010.0,11.0,24.0
